Rank,Movie,Release,Distributor,Genre,2019 Gross,Tickets Sold
,,Date,,,,
1,Avengers: Endgame,4/26/2019,Walt Disney,Action,"$858,373,000 ","93,708,843"
2,The Lion King,7/19/2019,Walt Disney,Adventure,"$543,638,043 ","59,349,131"
3,Frozen II,11/22/2019,Walt Disney,Adventure,"$450,439,533 ","49,174,621"
4,Toy Story 4,6/21/2019,Walt Disney,Adventure,"$434,038,008 ","47,384,062"
5,Captain Marvel,3/8/2019,Walt Disney,Action,"$426,829,839 ","46,597,144"
6,Star Wars: The Rise of Skyw…,12/20/2019,Walt Disney,Adventure,"$390,706,234 ","42,653,519"
7,Spider-Man: Far From Home,7/2/2019,Sony Pictures,Action,"$390,532,085 ","42,634,507"
8,Aladdin,5/24/2019,Walt Disney,Adventure,"$355,559,216 ","38,816,508"
9,Joker,10/4/2019,Warner Bros.,Thriller/Suspense,"$333,772,511 ","36,438,047"
10,It: Chapter Two,9/6/2019,Warner Bros.,Horror,"$211,593,228 ","23,099,697"
11,Jumanji: The Next Level,12/13/2019,Sony Pictures,Adventure,"$192,094,536 ","20,971,019"
12,Us,3/22/2019,Universal,Thriller/Suspense,"$175,084,580 ","19,114,037"
13,Fast & Furious Presents: Ho…,8/2/2019,Universal,Action,"$173,956,935 ","18,990,932"
14,John Wick: Chapter 3 — Para…,5/17/2019,Lionsgate,Action,"$171,015,687 ","18,669,834"
15,How to Train Your Dragon: T…,2/22/2019,Universal,Adventure,"$160,799,505 ","17,554,531"
16,The Secret Life of Pets 2,6/7/2019,Universal,Adventure,"$158,874,395 ","17,344,366"
17,Pokémon: Detective Pikachu,5/10/2019,Warner Bros.,Adventure,"$144,105,346 ","15,732,025"
18,Once Upon a Time…in Hollywo…,7/26/2019,Sony Pictures,Thriller/Suspense,"$141,096,530 ","15,403,551"
19,Shazam!,4/5/2019,Warner Bros.,Action,"$140,371,656 ","15,324,417"
21,Knives Out,11/27/2019,Lionsgate,Drama,"$130,119,450 ","14,205,180"
22,Dumbo,3/29/2019,Walt Disney,Adventure,"$114,766,307 ","12,529,073"
23,Maleficent: Mistress of Evil,10/18/2019,Walt Disney,Adventure,"$113,294,737 ","12,368,421"
24,Glass,1/18/2019,Universal,Thriller/Suspense,"$111,048,468 ","12,123,195"
25,Godzilla: King of the Monsters,5/31/2019,Warner Bros.,Action,"$110,500,138 ","12,063,334"
26,Ford v. Ferrari,11/15/2019,20th Century Fox,Drama,"$109,976,339 ","12,006,150"
27,The Upside,1/11/2019,STX Entertainment,Comedy,"$108,235,497 ","11,816,102"
28,The LEGO Movie 2: The Secon…,2/8/2019,Warner Bros.,Adventure,"$105,806,508 ","11,550,929"
29,Hustlers,9/13/2019,STX Entertainment,Drama,"$104,962,986 ","11,458,841"
30,The Addams Family,10/11/2019,United Artists,Adventure,"$97,185,807 ","10,609,804"
31,Downton Abbey,9/20/2019,Focus Features,Drama,"$96,853,865 ","10,573,566"
32,Rocketman,5/31/2019,Paramount Pictures,Drama,"$96,368,160 ","10,520,541"
33,Alita: Battle Angel,2/14/2019,20th Century Fox,Action,"$85,710,210 ","9,357,009"
34,Good Boys,8/16/2019,Universal,Comedy,"$83,140,306 ","9,076,453"
35,Men in Black: International,6/14/2019,Sony Pictures,Adventure,"$80,001,807 ","8,733,821"
36,Annabelle Comes Home,6/26/2019,Warner Bros.,Horror,"$74,152,591 ","8,095,261"
37,Yesterday,6/28/2019,Universal,Romantic Comedy,"$73,286,650 ","8,000,726"
38,Tyler Perry’s A Madea Famil…,3/1/2019,Lionsgate,Comedy,"$73,257,045 ","7,997,493"
39,Zombieland: Double Tap,10/18/2019,Sony Pictures,Comedy,"$73,027,571 ","7,972,442"
40,Little Women,12/25/2019,Sony Pictures,Drama,"$70,502,828 ","7,696,815"
41,Angel Has Fallen,8/23/2019,Lionsgate,Thriller/Suspense,"$69,030,436 ","7,536,073"
42,Scary Stories to Tell in th…,8/9/2019,Lionsgate,Horror,"$68,947,075 ","7,526,973"
43,Dark Phoenix,6/7/2019,20th Century Fox,Action,"$65,845,974 ","7,188,425"
44,Terminator: Dark Fate,11/1/2019,Paramount Pictures,Action,"$62,253,077 ","6,796,187"
45,Abominable,9/27/2019,Universal,Adventure,"$60,679,265 ","6,624,374"
46,Dora and the Lost City of Gold,8/9/2019,Paramount Pictures,Adventure,"$60,477,943 ","6,602,395"
47,A Beautiful Day in the Neig…,11/22/2019,Sony Pictures,Drama,"$58,801,961 ","6,419,428"
48,Midway,11/8/2019,Lionsgate,Action,"$56,547,282 ","6,173,284"
51,The Curse of La Llorona,4/19/2019,Warner Bros.,Horror,"$54,733,739 ","5,975,299"
52,Pet Sematary,4/5/2019,Paramount Pictures,Horror,"$54,724,696 ","5,974,311"
53,What Men Want,2/8/2019,Paramount Pictures,Romantic Comedy,"$54,611,903 ","5,961,998"
55,Ad Astra,9/20/2019,20th Century Fox,Thriller/Suspense,"$50,188,370 ","5,479,079"
56,Isn’t it Romantic,2/13/2019,Warner Bros.,Romantic Comedy,"$48,791,187 ","5,326,549"
57,Gemini Man,10/11/2019,Paramount Pictures,Action,"$48,546,770 ","5,299,865"
58,Spies in Disguise,12/25/2019,20th Century Fox,Adventure,"$47,042,421 ","5,135,635"
59,MA,5/31/2019,Universal,Horror,"$45,896,028 ","5,010,483"
60,Five Feet Apart,3/15/2019,Lionsgate,Drama,"$45,729,221 ","4,992,273"
61,Wonder Park,3/15/2019,Paramount Pictures,Adventure,"$45,216,793 ","4,936,331"
62,Rambo: Last Blood,9/20/2019,Lionsgate,Action,"$44,819,352 ","4,892,942"
63,Playing with Fire,11/8/2019,Paramount Pictures,Comedy,"$44,406,890 ","4,847,913"
64,Harriet,11/1/2019,Focus Features,Drama,"$42,547,700 ","4,644,945"
65,A Dog’s Way Home,1/11/2019,Sony Pictures,Drama,"$41,952,715 ","4,579,990"
66,The Angry Birds Movie 2,8/13/2019,Sony Pictures,Adventure,"$41,657,076 ","4,547,715"
67,Little,4/12/2019,Universal,Comedy,"$40,860,481 ","4,460,751"
68,Queen & Slim,11/27/2019,Universal,Drama,"$40,718,945 ","4,445,300"
69,Breakthrough,4/17/2019,20th Century Fox,Drama,"$40,713,082 ","4,444,659"
71,Crawl,7/12/2019,Paramount Pictures,Horror,"$39,014,193 ","4,259,191"
72,Escape Room,1/4/2019,Sony Pictures,Horror,"$38,762,584 ","4,231,723"
73,Uncut Gems,12/25/2019,A24,Thriller/Suspense,"$36,556,384 ","3,990,871"
74,The Hustle,5/10/2019,United Artists,Comedy,"$35,417,038 ","3,866,488"
75,The Intruder,5/3/2019,Sony Pictures,Thriller/Suspense,"$35,388,976 ","3,863,425"
76,Last Christmas,11/8/2019,Universal,Romantic Comedy,"$35,116,450 ","3,833,674"
77,Overcomer,8/23/2019,Sony Pictures,Drama,"$34,700,142 ","3,788,225"
79,Cold Pursuit,2/8/2019,Lionsgate,Thriller/Suspense,"$32,138,862 ","3,508,609"
80,Doctor Sleep,11/8/2019,Warner Bros.,Horror,"$31,543,097 ","3,443,570"
81,Dragon Ball Super: Broly,1/16/2019,FUNimation,Action,"$30,376,755 ","3,316,239"
82,Long Shot,5/3/2019,Lionsgate,Romantic Comedy,"$30,316,271 ","3,309,636"
83,Child’s Play,6/21/2019,United Artists,Horror,"$29,208,403 ","3,188,690"
84,Ready or Not,8/21/2019,Fox Searchlight,Black Comedy,"$28,714,231 ","3,134,741"
85,21 Bridges,11/22/2019,STX Entertainment,Thriller/Suspense,"$28,265,017 ","3,085,700"
86,Happy Death Day 2U,2/13/2019,Universal,Thriller/Suspense,"$28,148,130 ","3,072,940"
87,Midsommar,7/3/2019,A24,Horror,"$27,426,363 ","2,994,144"
89,The Art of Racing in the Rain,8/9/2019,20th Century Fox,Drama,"$26,402,818 ","2,882,403"
90,Countdown,10/25/2019,STX Entertainment,Horror,"$25,617,813 ","2,796,704"
91,Bombshell,12/13/2019,Lionsgate,Drama,"$24,589,972 ","2,684,494"
92,Judy,9/27/2019,Roadside Attractions,Drama,"$24,027,755 ","2,623,117"
93,Parasite,10/11/2019,Neon,Black Comedy,"$23,850,889 ","2,603,808"
94,Fighting With My Family,2/14/2019,MGM,Comedy,"$22,958,583 ","2,506,395"
96,A Dog’s Journey,5/17/2019,Universal,Drama,"$22,782,371 ","2,487,158"
97,Booksmart,5/24/2019,United Artists,Comedy,"$22,680,962 ","2,476,087"
98,Stuber,7/12/2019,20th Century Fox,Comedy,"$22,370,452 ","2,442,189"
99,47 Meters Down: Uncaged,8/16/2019,Entertainment Stu…,Horror,"$22,260,900 ","2,430,229"
100,Black and Blue,10/25/2019,Sony Pictures,Action,"$22,012,729 ","2,403,136"
101,Hellboy,4/12/2019,Lionsgate,Horror,"$21,903,748 ","2,391,238"
102,Jojo Rabbit,10/18/2019,Fox Searchlight,Black Comedy,"$21,579,550 ","2,355,846"
103,Shaft,6/14/2019,Warner Bros.,Comedy,"$21,360,215 ","2,331,901"
104,The Peanut Butter Falcon,8/9/2019,Roadside Attractions,Adventure,"$20,457,158 ","2,233,314"
105,UglyDolls,5/3/2019,STX Entertainment,Adventure,"$20,150,241 ","2,199,807"
106,Cats,12/20/2019,Universal,Musical,"$19,970,095 ","2,180,141"
107,Unplanned,3/29/2019,Pure Flix Enterta…,Drama,"$19,005,109 ","2,074,793"
110,Richard Jewell,12/13/2019,Warner Bros.,Drama,"$17,822,217 ","1,945,657"
111,Charlie’s Angels,11/15/2019,Sony Pictures,Action,"$17,790,181 ","1,942,159"
112,The Farewell,7/12/2019,A24,Drama,"$17,700,478 ","1,932,366"
113,BrightBurn,5/24/2019,Sony Pictures,Horror,"$17,259,427 ","1,884,216"
114,The Good Liar,11/15/2019,Warner Bros.,Thriller/Suspense,"$16,973,279 ","1,852,978"
115,The Kid Who Would Be King,1/25/2019,20th Century Fox,Adventure,"$16,790,790 ","1,833,055"
116,Missing Link,4/12/2019,United Artists,Adventure,"$16,649,539 ","1,817,635"
117,Late Night,6/7/2019,Amazon Studios,Comedy,"$15,500,045 ","1,692,144"
118,Miss Bala,2/1/2019,Sony Pictures,Action,"$14,998,027 ","1,637,339"
119,The Prodigy,2/8/2019,Orion Pictures,Horror,"$14,856,291 ","1,621,865"
122,Poms,5/10/2019,STX Entertainment,Comedy,"$13,631,124 ","1,488,113"
124,The Kitchen,8/9/2019,Warner Bros.,Drama,"$12,180,032 ","1,329,698"
125,After,4/12/2019,Aviron Pictures,Thriller/Suspense,"$12,138,565 ","1,325,170"
126,Blinded by the Light,8/16/2019,Warner Bros.,Drama,"$11,901,145 ","1,299,252"
128,The Lighthouse,10/18/2019,A24,Drama,"$10,809,320 ","1,180,056"
129,Dark Waters,11/22/2019,Focus Features,Drama,"$10,633,879 ","1,160,904"
130,Greta,3/1/2019,Focus Features,Thriller/Suspense,"$10,544,310 ","1,151,126"
132,The Best of Enemies,4/5/2019,STX Entertainment,Drama,"$10,205,616 ","1,114,150"
133,Black Christmas,12/13/2019,Universal,Horror,"$9,867,670 ","1,077,257"
134,Hotel Mumbai,3/22/2019,Bleecker Street,Thriller/Suspense,"$9,619,500 ","1,050,163"
135,Motherless Brooklyn,11/1/2019,Warner Bros.,Drama,"$9,277,736 ","1,012,853"
136,No Manches Frida 2,3/15/2019,Lionsgate,Comedy,"$9,270,920 ","1,012,109"
137,Where’d You Go Bernadette,8/16/2019,United Artists,Comedy,"$9,198,356 ","1,004,187"
138,Apollo 11,3/8/2019,Neon,Documentary,"$9,040,224 ","986,924"
139,Serenity,1/25/2019,Aviron Pictures,Thriller/Suspense,"$8,547,045 ","933,083"
140,Anna,6/21/2019,Lionsgate,Action,"$7,743,794 ","845,392"
141,Penguins,4/17/2019,Walt Disney,Documentary,"$7,699,452 ","840,552"
142,Brittany Runs a Marathon,8/23/2019,Amazon Studios,Drama,"$7,136,342 ","779,076"
143,The Dead Don’t Die,6/14/2019,Focus Features,Horror,"$6,782,066 ","740,400"
145,Jexi,10/11/2019,Lionsgate,Comedy,"$6,546,159 ","714,646"
147,Run the Race,2/22/2019,Roadside Attractions,Drama,"$6,424,420 ","701,355"
149,The Current War: Director’s…,10/25/2019,101 Studios,Drama,"$5,978,673 ","652,693"
150,Captive State,3/15/2019,Focus Features,Thriller/Suspense,"$5,958,315 ","650,471"
151,The Wandering Earth,2/5/2019,CMC Pictures,Action,"$5,875,487 ","641,428"
152,Arctic Dogs,11/1/2019,Entertainment Stu…,Adventure,"$5,801,249 ","633,324"
153,Gloria Bell,3/8/2019,A24,Drama,"$5,611,123 ","612,568"
154,The Mustang,3/15/2019,Focus Features,Drama,"$5,336,840 ","582,624"
155,The Goldfinch,9/13/2019,Warner Bros.,Drama,"$5,332,621 ","582,164"
157,Don’t Let Go,8/30/2019,OTL Releasing,Thriller/Suspense,"$5,215,062 ","569,330"
158,The Sun is Also a Star,5/17/2019,Warner Bros.,Drama,"$4,950,029 ","540,396"
159,Bring the Soul: The Movie,8/7/2019,Trafalgar Releasing,Documentary,"$4,809,800 ","525,087"
160,Pavarotti,6/7/2019,CBS Films,Documentary,"$4,686,402 ","511,615"
161,Tolkien,5/10/2019,Fox Searchlight,Drama,"$4,535,154 ","495,104"
162,The Last Black Man in San F…,6/7/2019,A24,Drama,"$4,515,719 ","492,982"
163,Amazing Grace,4/5/2019,Neon,Documentary,"$4,450,454 ","485,857"
164,Brian Banks,8/9/2019,Bleecker Street,Drama,"$4,376,820 ","477,818"
165,The Biggest Little Farm,5/10/2019,Neon,Documentary,"$4,367,816 ","476,835"
168,Linda Ronstadt: The Sound o…,9/6/2019,Greenwich,Documentary,"$4,244,894 ","463,416"
169,Gully Boy,2/14/2019,Viva Entertainment,Adventure,"$4,216,437 ","460,309"
170,Uri: The Surgical Strike,1/11/2019,PackYourBag Films,Action,"$4,185,663 ","456,950"
171,Replicas,1/11/2019,Entertainment Stu…,Thriller/Suspense,"$4,046,429 ","441,749"
172,Pain & Glory,10/4/2019,Sony Pictures Cla…,Drama,"$3,967,719 ","433,157"
173,Ne Zha,8/29/2019,Well Go USA,Adventure,"$3,695,533 ","403,442"
174,Mission Mangal,8/15/2019,FIP,Drama,"$3,660,413 ","399,608"
175,War,10/2/2019,Yash Raj Films,Action,"$3,640,355 ","397,418"
176,2019 Oscar Shorts,2/8/2019,ShortsHD,Multiple Genres,"$3,531,093 ","385,490"
177,The Beach Bum,3/29/2019,Neon,Comedy,"$3,502,600 ","382,379"
178,Echo in the Canyon,5/24/2019,Greenwich,Documentary,"$3,355,266 ","366,295"
179,Jay and Silent Bob Reboot,10/15/2019,Fathom Events,Comedy,"$3,258,824 ","355,766"
180,Maiden,6/28/2019,Sony Pictures Cla…,Documentary,"$3,162,490 ","345,250"
181,Honey Boy,11/8/2019,Amazon Studios,Drama,"$2,980,099 ","325,338"
182,Friends 25th: The One With …,9/23/2019,Fathom Events,Comedy,"$2,884,827 ","314,937"
183,IP Man: The Finale,12/25/2019,Well Go USA,Action,"$2,866,676 ","312,955"
185,Kalank,4/17/2019,FIP,Drama,"$2,729,336 ","297,962"
186,Bharat,6/5/2019,Viva Entertainment,Action,"$2,684,911 ","293,112"
187,Everybody Knows,2/8/2019,Focus Features,Drama,"$2,677,805 ","292,337"
188,Tod@s Caen,8/30/2019,Lionsgate,Romantic Comedy,"$2,670,925 ","291,585"
189,Saaho,8/29/2019,Yash Raj Films,Action,"$2,626,284 ","286,712"
191,The Art of Self-Defense,7/12/2019,Bleecker Street,Comedy,"$2,410,914 ","263,200"
192,Arctic,2/1/2019,Bleecker Street,Drama,"$2,409,826 ","263,081"
194,"My People, My Country",10/1/2019,CMC Pictures,Drama,"$2,323,409 ","253,647"
195,Promare,9/17/2019,GKIDS,Adventure,"$2,290,542 ","250,059"
196,Super 30,7/12/2019,Reliance Entertai…,Drama,"$2,269,878 ","247,803"
198,The Fall of the American Em…,5/31/2019,Entertainment One,Comedy,"$2,178,148 ","237,789"
199,Total Dhamaal,2/22/2019,FIP,Comedy,"$2,167,632 ","236,641"
200,Housefull 4,10/25/2019,FIP,Romantic Comedy,"$2,109,160 ","230,257"
202,Luce,8/2/2019,Neon,Thriller/Suspense,"$2,010,613 ","219,499"
203,Chhichhore,9/6/2019,FIP,Comedy,"$2,004,400 ","218,820"
204,Official Secrets,8/30/2019,IFC Films,Thriller/Suspense,"$1,996,766 ","217,987"
205,Better Days,11/8/2019,Well Go USA,Drama,"$1,921,657 ","209,787"
206,Badla,3/8/2019,Zee Studios,Thriller/Suspense,"$1,861,000 ","203,165"
207,The White Crow,4/26/2019,Sony Pictures Cla…,Drama,"$1,827,604 ","199,520"
209,The Other Side of Heaven 2:…,6/28/2019,ArtAffects,Drama,"$1,807,116 ","197,283"
211,Wild Rose,6/21/2019,Neon,Drama,"$1,635,118 ","178,506"
212,Waves,11/15/2019,A24,Musical,"$1,626,272 ","177,540"
213,The Aftermath,3/15/2019,Fox Searchlight,Drama,"$1,618,497 ","176,691"
214,Western Stars,10/25/2019,Warner Bros.,Documentary,"$1,581,681 ","172,673"
215,Red Joan,4/12/2019,IFC Films,Drama,"$1,580,223 ","172,513"
216,After the Wedding,8/9/2019,Sony Pictures Cla…,Drama,"$1,573,276 ","171,755"
217,Extreme Job,1/25/2019,CJ Entertainment,Action,"$1,565,885 ","170,948"
218,The Kid,3/8/2019,Lionsgate,Western,"$1,508,593 ","164,693"
220,Fantastic Fungi,9/20/2019,Area 23a,Documentary,"$1,444,604 ","157,707"
224,1917,12/25/2019,Universal,Thriller/Suspense,"$1,326,178 ","144,779"
225,Never Look Away,1/25/2019,Sony Pictures Cla…,Thriller/Suspense,"$1,303,747 ","142,330"
227,A Hidden Life,12/13/2019,Fox Searchlight,Drama,"$1,274,329 ","139,118"
229,No Safe Spaces,12/6/2019,Atlas Distribution,Documentary,"$1,240,211 ","135,394"
230,High Life,4/5/2019,A24,Adventure,"$1,225,852 ","133,826"
233,Ek Ladki Ko Dekah Toh Aisa …,2/1/2019,FIP,Romantic Comedy,"$1,182,636 ","129,108"
234,PLAYMOBIL,12/6/2019,STX Entertainment,Adventure,"$1,113,885 ","121,603"
236,The Souvenir,5/17/2019,A24,Drama,"$1,030,502 ","112,500"
237,Perfect Strangers,1/11/2019,Lionsgate,Comedy,"$1,014,507 ","110,754"
238,Marianne & Leonard: Words o…,7/5/2019,Roadside Attractions,Documentary,"$1,013,820 ","110,679"
240,RUSH: Cinema Strangiato 2019,8/21/2019,Trafalgar Releasing,Concert/Perfor…,"$958,907 ","104,684"
241,The Fighting Preacher,7/24/2019,Purdie Distribution,Drama,"$955,781 ","104,342"
242,Metallica & San Francisco S…,10/9/2019,Trafalgar Releasing,Concert/Perfor…,"$907,163 ","99,035"
243,Toni Morrison: The Pieces I Am,6/21/2019,Magnolia Pictures,Documentary,"$903,018 ","98,582"
245,Jesus is King,10/25/2019,IMAX Films,Musical,"$850,000 ","92,794"
246,Woman at War,3/1/2019,Magnolia Pictures,Action,"$847,495 ","92,521"
248,Climax,3/1/2019,A24,Drama,"$817,339 ","89,229"
249,Transit,3/1/2019,Music Box Films,Drama,"$815,290 ","89,005"
250,Between Me and My Mind,7/17/2019,Trafalgar Releasing,Documentary,"$813,844 ","88,847"
252,Student of the Year 2,5/10/2019,FIP,Romantic Comedy,"$778,566 ","84,996"
253,The Church,5/24/2019,Indican Pictures,Horror,"$771,645 ","84,240"
254,JONI 75: A Birthday Celebra…,2/7/2019,Trafalgar Releasing,Concert/Perfor…,"$752,205 ","82,118"
256,David Crosby: Remember My Name,7/19/2019,Sony Pictures Cla…,Documentary,"$732,515 ","79,968"
257,Bennett’s War,8/30/2019,ESX Entertainment,Drama,"$725,042 ","79,153"
258,More Than Blue,3/15/2019,China Lion Film D…,Drama,"$722,669 ","78,893"
259,Thank You For Everything,12/25/2019,Entertainment One,Comedy,"$718,321 ","78,419"
260,Honeyland,7/26/2019,Neon,Documentary,"$712,363 ","77,768"
261,The Captain,10/18/2019,Well Go USA,Drama,"$706,572 ","77,136"
262,Non-Fiction,5/3/2019,IFC Films,Comedy,"$704,919 ","76,956"
263,Where’s My Roy Cohn?,9/20/2019,Sony Pictures Cla…,Documentary,"$704,780 ","76,941"
264,Depeche Mode: Spirits in th…,11/21/2019,Trafalgar Releasing,Concert/Perfor…,"$704,744 ","76,937"
265,El Chicano,5/3/2019,Briarcliffe Enter…,Drama,"$700,261 ","76,447"
266,Raise Hell: The Life and Ti…,8/30/2019,Magnolia Pictures,Documentary,"$694,410 ","75,808"
267,The Grizzlies,4/19/2019,Mongrel Media,Drama,"$650,565 ","71,022"
268,Nancy Drew and the Hidden S…,3/15/2019,Warner Bros.,Drama,"$623,088 ","68,023"
270,Miles Davis: Birth of the Cool,8/23/2019,Abramorama Films,Documentary,"$614,201 ","67,052"
271,The Chaperone,3/29/2019,PBS Distribution,Drama,"$600,654 ","65,573"
272,Roger Waters Us + Them,10/2/2019,Trafalgar Releasing,Documentary,"$594,982 ","64,954"
273,Furie,3/1/2019,Well Go USA,Action,"$594,788 ","64,933"
274,Bethany Hamilton: Unstoppable,7/12/2019,Entertainment Stu…,Documentary,"$590,671 ","64,483"
275,The Public,4/5/2019,Universal,Drama,"$573,503 ","62,609"
276,The Sky is Pink,10/11/2019,Gravitas Ventures,Drama,"$555,030 ","60,592"
278,Fiddler: A Miracle of Miracles,8/23/2019,Roadside Attractions,Documentary,"$549,385 ","59,976"
279,Everybody’s Everything,11/12/2019,Gunpowder & Sky,Documentary,"$547,207 ","59,738"
280,Dabangg 3,12/20/2019,Yash Raj Films,Action,"$535,000 ","58,406"
281,Grateful Dead Meet-Up at th…,8/1/2019,Trafalgar Releasing,Documentary,"$534,611 ","58,363"
282,Shadow,5/3/2019,Well Go USA,Action,"$521,396 ","56,920"
283,Long Day’s Journey Into Nig…,4/12/2019,Kino Lorber,Drama,"$521,365 ","56,917"
284,The Spy Behind Home Plate,5/24/2019,The Ciesla Founda…,Documentary,"$519,525 ","56,716"
285,Wild Nights With Emily,4/12/2019,Greenwich,Comedy,"$519,487 ","56,712"
286,Birds of Passage,2/13/2019,The Orchard,Drama,"$507,259 ","55,377"
287,Tel Aviv on Fire,7/26/2019,Cohen Media Group,Romantic Comedy,"$504,443 ","55,070"
289,The Climbers,9/30/2019,Well Go USA,Adventure,"$487,157 ","53,183"
290,The Great Alaskan Race,10/25/2019,P12 Films,Adventure,"$481,924 ","52,611"
291,Exit,8/2/2019,CJ Entertainment,Adventure,"$478,949 ","52,287"
292,CatVideoFest,2/15/2019,Oscilloscope Pict…,Documentary,"$470,923 ","51,410"
294,Panipat,12/6/2019,Reliance Entertai…,Action,"$461,863 ","50,421"
295,Christmas Jars,11/4/2019,Fathom Events,Drama,"$459,466 ","50,160"
296,Dear Comrade,7/26/2019,,Action,"$457,000 ","49,890"
297,Les Misérables - The Staged…,12/6/2019,Trafalgar Releasing,Concert/Perfor…,"$444,150 ","48,487"
298,Teen Spirit,4/12/2019,Bleecker Street,Musical,"$441,366 ","48,184"
299,De De Pyaar De,5/17/2019,Yash Raj Films,Romantic Comedy,"$425,934 ","46,499"
300,En Brazos de un Asesino,12/6/2019,Lionsgate,Thriller/Suspense,"$425,332 ","46,433"
301,Hail Satan?,4/17/2019,Magnolia Pictures,Documentary,"$424,284 ","46,319"
302,Ash is Purest White,3/15/2019,Cohen Media Group,Drama,"$414,578 ","45,259"
303,Union,8/2/2019,Indican Pictures,Drama,"$413,656 ","45,158"
304,The Invisibles,1/25/2019,Greenwich,Documentary,"$408,397 ","44,584"
305,Monos,9/13/2019,Neon,Thriller/Suspense,"$406,473 ","44,374"
306,The Nightingale,8/2/2019,IFC Films,Drama,"$400,741 ","43,749"
307,Mia and the White Lion,4/12/2019,Ledafilms,Drama,"$400,498 ","43,722"
308,The Man Who Killed Don Quixote,4/10/2019,Fathom Events,Drama,"$391,963 ","42,790"
309,The Wedding Guest,3/1/2019,IFC Films,Thriller/Suspense,"$386,166 ","42,157"
310,The Cure: Anniversary 1978-…,7/11/2019,Trafalgar Releasing,Concert/Perfor…,"$378,405 ","41,310"
311,The Hummingbird Project,3/15/2019,The Orchard,Drama,"$371,784 ","40,587"
312,Matthias & Maxime,10/9/2019,Self Distributed,Drama,"$365,918 ","39,947"
313,The Tomorrow Man,5/22/2019,Bleecker Street,Drama,"$354,103 ","38,657"
314,"Cyrano, My Love",10/18/2019,Roadside Attractions,Comedy,"$351,019 ","38,320"
315,Photograph,5/17/2019,Amazon Studios,Drama,"$344,534 ","37,612"
316,Diane,3/29/2019,IFC Films,Drama,"$339,838 ","37,100"
317,Sword of Trust,7/12/2019,IFC Films,Drama,"$322,598 ","35,218"
318,Lucy in the Sky,10/4/2019,Fox Searchlight,Drama,"$319,976 ","34,931"
320,Out of Liberty,9/13/2019,Purdie Distribution,Western,"$317,217 ","34,630"
321,Josh Groban Bridges from Ma…,2/12/2019,Trafalgar Releasing,Concert/Perfor…,"$315,173 ","34,407"
322,K-12,9/5/2019,Abramorama Films,Musical,"$303,230 ","33,103"
323,Aquarela,8/16/2019,Sony Pictures Cla…,Documentary,"$301,429 ","32,907"
324,63 Up,11/27/2019,BritBox,Documentary,"$299,745 ","32,723"
325,Ask Dr. Ruth,5/3/2019,Magnolia Pictures,Documentary,"$297,195 ","32,444"
326,Line Walker 2: Invisible Spy,8/16/2019,Well Go USA,Action,"$296,751 ","32,396"
327,Killerman,8/30/2019,Blue Fox Entertai…,Action,"$291,477 ","31,820"
328,The Bravest,8/9/2019,Sony Pictures,Drama,"$290,217 ","31,683"
329,Khalid: Free Spirit,3/29/2019,Trafalgar Releasing,Documentary,"$284,229 ","31,029"
330,Mike Wallace is Here,7/26/2019,Magnolia Pictures,Documentary,"$281,245 ","30,703"
331,Freaks,9/13/2019,Well Go USA,Thriller/Suspense,"$276,591 ","30,195"
332,Just Mercy,12/25/2019,Warner Bros.,Drama,"$267,881 ","29,245"
334,Her Smell,4/12/2019,Gunpowder & Sky,Drama,"$255,599 ","27,903"
335,One Child Nation,8/9/2019,Amazon Studios,Documentary,"$252,734 ","27,591"
336,I Got The Hook-Up 2,7/12/2019,RLJ Entertainment,Comedy,"$252,293 ","27,542"
337,Lords of Chaos,2/8/2019,Gunpowder & Sky,Thriller/Suspense,"$252,245 ","27,537"
338,Canal Street,1/18/2019,Smith Global Media,Drama,"$251,917 ","27,501"
339,Meeting Gorbachev,5/3/2019,1091 Media,Documentary,"$251,837 ","27,493"
341,311: Enlarged to Show Detail 3,3/11/2019,Trafalgar Releasing,Concert/Perfor…,"$238,791 ","26,068"
342,Give Me Liberty,8/23/2019,Music Box Films,Comedy,"$238,600 ","26,048"
343,American Woman,6/14/2019,Roadside Attractions,Drama,"$236,637 ","25,833"
344,Ashfall,12/20/2019,CJ Entertainment,Action,"$236,183 ","25,784"
345,Pagalpanti,11/22/2019,Eros Entertainment,Comedy,"$227,714 ","24,859"
346,First Love,9/27/2019,Well Go USA,Drama,"$219,680 ","23,982"
347,"The Gangster, The Cop, The …",6/7/2019,Well Go USA,Action,"$216,494 ","23,634"
348,"Faith, Hope & Love",3/15/2019,ArtAffects,Romantic Comedy,"$209,990 ","22,924"
349,Master Z: Ip Man Legacy,4/12/2019,Well Go USA,Action,"$209,454 ","22,866"
350,Play the Flute,1/28/2019,Five & Two Pictures,Drama,"$207,663 ","22,671"
351,The Iron Orchard,2/22/2019,Santa Rita Film Co,Drama,"$204,881 ","22,366"
352,Hesburgh,4/26/2019,O’Malley Creadon …,Documentary,"$204,709 ","22,348"
353,Chasing the Dragon 2: Wild …,6/7/2019,Well Go USA,Action,"$196,634 ","21,466"
354,Family,4/19/2019,Film Arcade,Drama,"$196,322 ","21,432"
356,Synonyms,10/25/2019,Kino Lorber,Drama,"$186,482 ","20,358"
